object_name,object_id,mean_motion,eccentricity,inclination,arg_of_pericenter,norad_cat_id,object_name_unique
STARLINK-1008,2019-074B,15.34844011,0.00031711,53.1552,159.275,44714,STARLINK
STARLINK-1012,2019-074F,15.34150587,0.00036763,53.1602,144.0726,44718,STARLINK
STARLINK-1017,2019-074L,15.27565696,0.00033165,53.0511,153.6459,44723,STARLINK
STARLINK-1019,2019-074M,15.9562648,0.00049811,53.0355,279.7659,44724,STARLINK
STARLINK-1020,2019-074N,15.33256085,0.00029298,53.1607,146.0752,44725,STARLINK
STARLINK-1036,2019-074AE,15.63955801,0.00046861,53.0462,118.2806,44741,STARLINK
STARLINK-1039,2019-074AH,15.25022392,0.00016837,53.0653,65.5864,44744,STARLINK
STARLINK-1042,2019-074AL,15.51860434,2.693e-05,53.0422,264.955,44747,STARLINK
STARLINK-1043,2019-074AM,15.56189206,0.00022964,53.0526,133.9781,44748,STARLINK
STARLINK-1046,2019-074AQ,15.48438877,0.00015467,53.0525,327.2563,44751,STARLINK
STARLINK-1047,2019-074AR,15.33473302,0.00025275,53.0705,20.4198,44752,STARLINK
STARLINK-1048,2019-074AS,15.60297145,0.00029785,53.0499,163.303,44753,STARLINK
STARLINK-1063,2019-074BH,15.33806273,0.00036771,53.1586,119.82,44768,STARLINK
STARLINK-1067,2019-074BL,15.64904213,0.00061866,53.0494,117.23,44771,STARLINK
STARLINK-1068,2019-074BM,15.6878046,0.00040619,53.0469,76.2595,44772,STARLINK
STARLINK-1114,2020-001P,15.5709098,0.00045508,53.0453,312.2537,44927,STARLINK
STARLINK-1123,2020-001S,15.31603366,0.00037785,53.1471,17.2573,44930,STARLINK
STARLINK-1094,2020-001AD,15.33228673,0.00031807,53.1554,43.3993,44941,STARLINK
STARLINK-1122,2020-001AM,15.30806853,0.00013344,53.1569,87.7417,44949,STARLINK
STARLINK-1080,2020-001AZ,15.53740425,0.0001624,53.0475,339.6491,44961,STARLINK
STARLINK-1090,2020-001BG,15.31915066,0.0003798,53.15,44.5226,44968,STARLINK
STARLINK-1132,2020-006A,15.48486518,0.00047058,53.1533,31.8391,45044,STARLINK
STARLINK-1131,2020-006D,15.3211557,0.00023694,53.1576,71.8649,45047,STARLINK
STARLINK-1134,2020-006E,15.48635025,0.00039768,53.0292,328.0338,45048,STARLINK
STARLINK-1156,2020-006L,15.30731213,0.00014381,53.1584,91.0491,45054,STARLINK
STARLINK-1159,2020-006P,15.98112451,0.00024199,53.0384,132.2056,45057,STARLINK
STARLINK-1166,2020-006S,15.51412456,0.0003204,53.0482,32.2268,45060,STARLINK
STARLINK-1169,2020-006T,15.33275779,0.00039165,53.1558,68.2191,45061,STARLINK
STARLINK-1171,2020-006U,15.67994218,0.00048732,53.0436,84.6283,45062,STARLINK
STARLINK-1133,2020-006W,15.30806344,0.00015101,53.1575,100.282,45064,STARLINK
STARLINK-1167,2020-006AD,15.3291371,0.00035163,53.1527,75.8066,45071,STARLINK
STARLINK-1168,2020-006AE,15.3076997,0.00015636,53.1594,102.9352,45072,STARLINK
STARLINK-1172,2020-006AG,15.33753188,0.00035924,53.1548,72.6005,45074,STARLINK
STARLINK-1153,2020-006AN,15.32840589,0.00042428,53.1588,89.8325,45080,STARLINK
STARLINK-1151,2020-006AP,15.70436701,0.00050856,53.0522,97.0334,45081,STARLINK
STARLINK-1185,2020-006AV,15.40470676,0.00021298,53.1612,115.2209,45087,STARLINK
STARLINK-1183,2020-006AW,15.30774054,0.00014208,53.1582,107.1643,45088,STARLINK
STARLINK-1152,2020-006BE,15.42982243,0.00028378,53.0361,48.1318,45096,STARLINK
STARLINK-1184,2020-006BG,15.12124043,0.00016692,53.0522,249.6471,45098,STARLINK
STARLINK-1193,2020-006BJ,15.61559162,0.00064662,53.0497,96.4658,45100,STARLINK
STARLINK-1143,2020-012B,15.72313498,0.00044728,53.0441,311.0715,45179,STARLINK
STARLINK-1202,2020-012F,15.30580072,0.00013696,53.1582,22.7812,45183,STARLINK
STARLINK-1216,2020-012H,15.30827148,0.00014059,53.1577,35.139,45185,STARLINK
STARLINK-1225,2020-012K,15.30775456,0.0001226,53.1575,40.5424,45187,STARLINK
STARLINK-1230,2020-012M,15.30796352,0.00011008,53.1591,36.0258,45189,STARLINK
STARLINK-1234,2020-012N,15.67905762,0.00089652,53.0407,45.1874,45190,STARLINK
STARLINK-1269,2020-012V,15.30865982,6.348e-05,53.158,15.5577,45197,STARLINK
STARLINK-1154,2020-012W,15.52317059,0.00032518,53.0448,286.0127,45198,STARLINK
STARLINK-1199,2020-012Z,15.30819947,9.511e-05,53.1584,37.7408,45201,STARLINK
STARLINK-1209,2020-012AE,15.57912051,0.0012039,53.0411,29.4793,45206,STARLINK
STARLINK-1231,2020-012AL,15.24421569,0.00032908,53.0361,278.1203,45212,STARLINK
STARLINK-1271,2020-012AR,15.3070928,0.00013607,53.159,32.1525,45217,STARLINK
STARLINK-1191,2020-012AW,15.34045629,0.00045682,53.1565,5.4411,45222,STARLINK
STARLINK-1212,2020-012AX,15.59700012,0.00058686,53.0444,333.4005,45223,STARLINK
STARLINK-1215,2020-012AZ,15.30935428,0.00039181,53.1584,63.8205,45225,STARLINK
STARLINK-1221,2020-012BB,15.43250634,0.00036903,53.0645,103.9379,45227,STARLINK
STARLINK-1222,2020-012BC,15.51820674,3.212e-05,53.0539,259.7106,45228,STARLINK
STARLINK-1226,2020-012BD,15.38813648,0.00022302,53.159,27.7993,45229,STARLINK
STARLINK-1227,2020-012BE,15.38863609,0.00032289,53.1575,19.4912,45230,STARLINK
STARLINK-1246,2020-012BK,15.30801331,0.00011269,53.1584,44.5573,45235,STARLINK
STARLINK-1270,2020-012BM,15.53592575,0.00046714,53.0449,353.9599,45237,STARLINK
STARLINK-1279,2020-019A,15.65442047,0.00046624,53.0396,278.7437,45360,STARLINK
STARLINK-1301,2020-019B,15.69780287,0.00026688,53.0391,324.9953,45361,STARLINK
STARLINK-1262,2020-019G,15.29917669,0.00010671,53.1565,123.7537,45366,STARLINK
STARLINK-1273,2020-019H,15.50024401,0.00037206,53.049,162.8231,45367,STARLINK
STARLINK-1277,2020-019K,15.55624817,0.00055687,53.0486,163.788,45369,STARLINK
STARLINK-1281,2020-019L,15.30839517,7.31e-05,53.1602,142.8015,45370,STARLINK
STARLINK-1300,2020-019Q,15.30908064,0.0001429,53.1599,155.2751,45374,STARLINK
STARLINK-1302,2020-019R,15.60469662,0.00023059,53.0498,140.6276,45375,STARLINK
STARLINK-1304,2020-019S,15.54825942,0.00031341,53.0486,164.9475,45376,STARLINK
STARLINK-1305,2020-019T,15.60772511,0.00069102,53.041,234.8638,45377,STARLINK
STARLINK-1319,2020-019V,15.69924083,0.00018279,53.0428,193.99,45379,STARLINK
STARLINK-1266,2020-019Z,15.5152595,0.00040517,53.0485,168.728,45383,STARLINK
STARLINK-1267,2020-019AA,15.56764979,0.00014153,53.0493,291.7512,45384,STARLINK
STARLINK-1272,2020-019AC,15.63666547,0.00050284,53.0423,262.0282,45386,STARLINK
STARLINK-1274,2020-019AD,15.53374048,0.000492,53.0242,307.5765,45387,STARLINK
STARLINK-1280,2020-019AE,15.70529108,0.00017664,53.041,243.2912,45388,STARLINK
STARLINK-1283,2020-019AF,15.6549876,3.628e-05,53.0419,355.3273,45389,STARLINK
STARLINK-1284,2020-019AG,15.58615365,0.0004302,53.0456,183.8383,45390,STARLINK
STARLINK-1297,2020-019AM,15.61869322,0.00049098,53.0448,187.4795,45395,STARLINK
STARLINK-1307,2020-019AP,15.53238008,0.00016846,53.0541,111.9493,45397,STARLINK
STARLINK-1255,2020-019AR,15.59140676,0.00027368,53.0397,271.3848,45399,STARLINK
STARLINK-1260,2020-019AW,15.3311532,0.00017204,53.1596,225.5504,45404,STARLINK
STARLINK-1263,2020-019AX,15.30756439,5.604e-05,53.1611,102.5226,45405,STARLINK
STARLINK-1265,2020-019AY,15.33227252,0.00027591,53.1589,197.9848,45406,STARLINK
STARLINK-1278,2020-019BA,15.63111177,0.00034045,53.0407,220.6934,45408,STARLINK
STARLINK-1296,2020-019BE,15.33662233,0.0002504,53.1581,212.5344,45412,STARLINK
STARLINK-1309,2020-019BG,15.62350674,0.00053184,53.0645,190.5622,45414,STARLINK
STARLINK-1316,2020-019BH,15.33905082,0.0002897,53.158,219.8113,45415,STARLINK
STARLINK-1286,2020-019BK,15.539218,0.00031962,53.0477,169.1607,45417,STARLINK
STARLINK-1308,2020-019BM,15.57689351,0.00060401,53.0512,179.0784,45419,STARLINK
STARLINK-1329,2020-025A,15.67159632,0.00016173,53.0437,334.1692,45531,STARLINK
STARLINK-1338,2020-025B,15.61591034,7.435e-05,53.0464,211.5527,45532,STARLINK
STARLINK-1350,2020-025E,15.37067709,9.268e-05,53.0726,103.1949,45535,STARLINK
STARLINK-1362,2020-025H,15.32313024,0.00028031,53.1619,80.0433,45538,STARLINK
STARLINK-1368,2020-025K,15.32825045,8.348e-05,53.1585,59.8496,45540,STARLINK
STARLINK-1371,2020-025M,15.5347347,0.00024815,53.0465,280.6153,45542,STARLINK
STARLINK-1372,2020-025N,15.33225357,5.624e-05,53.1589,68.6467,45543,STARLINK
STARLINK-1373,2020-025P,15.57684355,0.0001911,53.0458,222.0693,45544,STARLINK
STARLINK-1327,2020-025AA,15.60233918,0.00038894,53.0428,227.2576,45555,STARLINK
STARLINK-1356,2020-025AK,15.50794992,0.00025325,53.0474,214.4966,45564,STARLINK
STARLINK-1357,2020-025AL,15.63802808,0.0006057,53.0475,308.0738,45565,STARLINK
STARLINK-1361,2020-025AN,15.54031296,0.00026416,53.047,167.3164,45567,STARLINK
STARLINK-1363,2020-025AP,15.88013555,0.00010706,53.0378,355.7565,45568,STARLINK
STARLINK-1366,2020-025AQ,15.85432584,0.00012498,53.0382,276.4301,45569,STARLINK
STARLINK-1376,2020-025AR,15.3362868,0.00020539,53.158,284.1472,45570,STARLINK
STARLINK-1320,2020-025AT,15.7524234,0.00028841,53.0456,107.8789,45572,STARLINK
STARLINK-1321,2020-025AU,15.5515671,0.0002866,53.046,283.9778,45573,STARLINK
STARLINK-1331,2020-025AZ,15.5484949,0.00049046,53.0495,267.3404,45578,STARLINK
STARLINK-1333,2020-025BB,15.30808475,7.648e-05,53.157,61.4545,45580,STARLINK
STARLINK-1335,2020-025BC,15.32314133,8.445e-05,53.157,24.0327,45581,STARLINK
STARLINK-1337,2020-025BD,15.65781475,0.00052666,53.0494,280.612,45582,STARLINK
STARLINK-1347,2020-025BH,15.62101386,0.00032846,53.0411,315.8786,45586,STARLINK
STARLINK-1364,2020-025BL,15.56358107,0.00044199,53.0473,230.0843,45589,STARLINK
STARLINK-1365,2020-025BM,15.5133075,0.0003173,53.0496,217.9629,45590,STARLINK
STARLINK-1443,2020-035D,15.28547096,7.954e-05,53.1342,262.8361,45660,STARLINK
STARLINK-1446,2020-035G,15.44524562,0.00035001,53.0235,29.8777,45663,STARLINK
STARLINK-1448,2020-035J,15.60699338,0.00054752,53.0465,268.2175,45665,STARLINK
STARLINK-1451,2020-035M,15.12010161,5.116e-05,53.0522,82.4397,45668,STARLINK
STARLINK-1452,2020-035N,15.50648978,0.00012294,53.029,230.7835,45669,STARLINK
STARLINK-1453,2020-035P,15.61224459,0.00022916,53.0431,359.7877,45670,STARLINK
STARLINK-1454,2020-035Q,15.58952195,0.00042283,53.0455,245.6093,45671,STARLINK
STARLINK-1456,2020-035S,15.56808021,0.0005523,53.0455,315.6824,45673,STARLINK
STARLINK-1457,2020-035T,15.92002693,0.00040793,53.0409,330.9244,45674,STARLINK
STARLINK-1458,2020-035U,15.48725594,0.00048034,53.0494,257.6065,45675,STARLINK
STARLINK-1460,2020-035V,15.30800438,0.0001159,53.158,31.936,45676,STARLINK
STARLINK-1392,2020-035W,15.33566278,0.00010475,53.1567,81.538,45677,STARLINK
STARLINK-1394,2020-035Y,15.56780983,0.00063584,53.0455,320.444,45679,STARLINK
STARLINK-1402,2020-035AE,15.50981048,0.00068709,53.0449,351.5421,45685,STARLINK
STARLINK-1404,2020-035AF,15.38995213,0.0002211,53.1602,357.2125,45686,STARLINK
STARLINK-1413,2020-035AJ,15.30745573,0.0001568,53.1594,50.6096,45689,STARLINK
STARLINK-1417,2020-035AN,15.14453875,0.00036914,53.0492,349.6118,45693,STARLINK
STARLINK-1420,2020-035AQ,15.61469426,0.00061354,53.0476,318.9809,45695,STARLINK
STARLINK-1422,2020-035AR,15.30933633,0.0001334,53.157,31.3693,45696,STARLINK
STARLINK-1351,2020-035AS,15.59074907,0.00064942,53.048,319.4951,45697,STARLINK
STARLINK-1400,2020-035AV,15.57663819,0.00053267,53.0459,282.1112,45700,STARLINK
STARLINK-1403,2020-035AW,15.29935111,0.00011423,53.1577,40.8132,45701,STARLINK
STARLINK-1407,2020-035AY,15.66452661,0.00029787,53.0293,279.3378,45703,STARLINK
STARLINK-1411,2020-035BB,15.71060894,0.00059506,53.0381,355.1086,45706,STARLINK
STARLINK-1423,2020-035BF,15.60210666,0.00062909,53.0451,305.2876,45710,STARLINK
STARLINK-1433,2020-035BG,15.62711186,0.00066559,53.0452,297.9782,45711,STARLINK
STARLINK-1434,2020-035BH,15.30378932,0.00028764,53.0505,282.8939,45712,STARLINK
STARLINK-1465,2020-038B,15.5613773,0.0005382,53.0489,71.998,45731,STARLINK
STARLINK-1471,2020-038F,15.50978541,0.00017896,53.0466,62.3147,45735,STARLINK
STARLINK-1480,2020-038M,15.58120781,0.000301,53.0515,139.1392,45741,STARLINK
STARLINK-1500,2020-038Q,15.36822546,0.00034051,53.0376,56.7407,45744,STARLINK
STARLINK-1504,2020-038S,15.55764123,7.478e-05,53.0225,74.3007,45746,STARLINK
STARLINK-1506,2020-038T,15.27244834,0.00036672,53.0787,32.9871,45747,STARLINK
STARLINK-1464,2020-038X,15.48733845,0.00033323,53.0499,84.7331,45751,STARLINK
STARLINK-1477,2020-038AA,15.16346014,0.00034625,53.0493,93.0245,45754,STARLINK
STARLINK-1478,2020-038AB,15.61627513,0.00030651,53.0488,73.9532,45755,STARLINK
STARLINK-1493,2020-038AF,15.56792797,0.00048581,53.0509,138.9909,45759,STARLINK
STARLINK-1494,2020-038AG,15.83017433,0.00041422,53.0466,160.1175,45760,STARLINK
STARLINK-1502,2020-038AL,15.53204164,0.00057971,53.0491,131.3643,45764,STARLINK
STARLINK-1470,2020-038AU,15.313839,0.00031842,53.047,134.059,45772,STARLINK
STARLINK-1482,2020-038AV,15.33477084,0.00035241,53.16,132.3069,45773,STARLINK
STARLINK-1496,2020-038BC,15.54837057,6.686e-05,53.0499,228.3337,45780,STARLINK
STARLINK-1513,2020-038BJ,15.31706502,0.00014439,53.159,85.4764,45786,STARLINK
STARLINK-1522,2020-055A,15.10906837,0.00020049,53.0647,158.6225,46027,STARLINK
STARLINK-1523,2020-055B,15.30193029,0.00014275,53.1597,94.3451,46028,STARLINK
STARLINK-1526,2020-055C,15.30197023,0.00013049,53.1582,96.1031,46029,STARLINK
STARLINK-1555,2020-055F,15.3019742,0.00011996,53.1592,69.9318,46032,STARLINK
STARLINK-1556,2020-055G,15.30025549,0.00021839,53.1596,95.8556,46033,STARLINK
STARLINK-1557,2020-055H,15.29306475,0.00014687,53.156,92.6159,46034,STARLINK
STARLINK-1558,2020-055J,15.30201584,0.00011703,53.1608,89.4504,46035,STARLINK
STARLINK-1560,2020-055K,15.29350579,0.00013381,53.1563,97.7485,46036,STARLINK
STARLINK-1567,2020-055M,15.88157024,2.837e-05,53.0852,207.1453,46038,STARLINK
STARLINK-1569,2020-055N,15.30195741,0.00012756,53.1579,88.7867,46039,STARLINK
STARLINK-1582,2020-055S,15.31699942,0.00011432,53.1591,107.5366,46043,STARLINK
STARLINK-1591,2020-055U,15.30191584,0.0001018,53.1602,100.7499,46045,STARLINK
STARLINK-1524,2020-055W,15.30192895,0.00013746,53.1604,79.8566,46047,STARLINK
STARLINK-1527,2020-055X,15.30197514,0.0001173,53.1589,79.0068,46048,STARLINK
STARLINK-1540,2020-055AA,15.30209532,0.00011862,53.1592,95.483,46051,STARLINK
STARLINK-1541,2020-055AB,15.47709608,9.622e-05,53.1601,98.7815,46052,STARLINK
STARLINK-1543,2020-055AC,15.30197905,0.00012912,53.1605,92.3403,46053,STARLINK
STARLINK-1548,2020-055AD,15.30196089,0.0001311,53.1602,91.0312,46054,STARLINK
STARLINK-1554,2020-055AE,15.31705433,0.0001253,53.1601,81.3426,46055,STARLINK
STARLINK-1564,2020-055AH,15.3020614,0.00011632,53.1599,93.6978,46058,STARLINK
STARLINK-1570,2020-055AJ,15.31706442,0.00013446,53.1603,91.6265,46059,STARLINK
STARLINK-1572,2020-055AK,15.30205512,0.00010777,53.1587,105.5645,46060,STARLINK
STARLINK-1573,2020-055AL,15.316938,0.00014372,53.1583,85.7028,46061,STARLINK
STARLINK-1577,2020-055AN,15.31088415,0.00010608,53.1604,104.8438,46063,STARLINK
STARLINK-1583,2020-055AP,15.30180304,0.00014145,53.1595,91.263,46064,STARLINK
STARLINK-1536,2020-055AV,15.24639898,2.614e-05,53.1226,101.8541,46070,STARLINK
STARLINK-1542,2020-055AY,15.06388642,0.00022545,53.0564,91.9497,46073,STARLINK
STARLINK-1549,2020-055AZ,15.25505794,0.00021834,53.0509,79.4432,46074,STARLINK
STARLINK-1551,2020-055BA,15.29348174,0.00013306,53.1591,102.1739,46075,STARLINK
STARLINK-1552,2020-055BB,15.29341112,7.089e-05,53.1549,96.2235,46076,STARLINK
STARLINK-1559,2020-055BC,15.33513405,0.00015967,53.0257,186.2954,46077,STARLINK
STARLINK-1566,2020-055BE,15.2935836,7.617e-05,53.1536,101.7836,46079,STARLINK
STARLINK-1568,2020-055BF,15.49508196,0.00043516,53.0581,269.1695,46080,STARLINK
STARLINK-1578,2020-055BH,15.26700843,0.00015965,53.132,71.971,46082,STARLINK
STARLINK-1579,2020-055BJ,15.2935607,0.00011238,53.1537,111.2087,46083,STARLINK
STARLINK-1593,2020-057C,15.92651365,0.00047612,53.0356,71.7718,46119,STARLINK
STARLINK-1621,2020-057L,15.99451531,0.00037623,53.0361,99.4652,46127,STARLINK
STARLINK-1622,2020-057M,15.71274403,0.00014182,53.0215,36.169,46128,STARLINK
STARLINK-1623,2020-057N,15.60934238,0.0002796,53.0457,18.4434,46129,STARLINK
STARLINK-1624,2020-057P,15.81057733,0.00076777,53.0381,102.5317,46130,STARLINK
STARLINK-1596,2020-057AA,15.51044309,0.0002012,53.0391,98.8905,46141,STARLINK
STARLINK-1597,2020-057AB,15.64891331,0.00052554,53.0447,355.36,46142,STARLINK
STARLINK-1606,2020-057AD,15.72769945,0.00053553,53.042,79.8488,46144,STARLINK
STARLINK-1608,2020-057AF,15.31695279,0.00011402,53.1595,76.3984,46146,STARLINK
STARLINK-1667,2020-057AQ,15.72657209,4.943e-05,53.0212,37.8588,46155,STARLINK
STARLINK-1545,2020-057AR,15.69694915,0.0006838,53.0418,82.2441,46156,STARLINK
STARLINK-1595,2020-057AU,15.58124094,0.00030499,53.0445,9.5352,46159,STARLINK
STARLINK-1598,2020-057AV,15.58960519,0.00081262,53.0477,37.2626,46160,STARLINK
STARLINK-1612,2020-057AZ,16.12227447,0.000469,53.0244,198.8468,46164,STARLINK
STARLINK-1626,2020-057BC,15.63650669,0.00040738,53.0434,11.8149,46167,STARLINK
STARLINK-1627,2020-057BD,15.85495662,0.00061764,53.0371,141.5386,46168,STARLINK
STARLINK-1633,2020-057BG,15.67620822,0.00087097,53.04,73.0828,46171,STARLINK
STARLINK-1635,2020-057BH,15.68835071,0.00081925,53.0407,95.0629,46172,STARLINK
STARLINK-1640,2020-057BJ,15.62153657,0.00048144,53.0456,349.5963,46173,STARLINK
STARLINK-1641,2020-057BK,15.53581101,0.0004639,53.0469,55.6738,46174,STARLINK
STARLINK-1654,2020-062B,15.78224611,0.000938,53.0389,45.6047,46326,STARLINK
STARLINK-1686,2020-062D,15.82126901,0.00121417,53.0369,44.1784,46328,STARLINK
STARLINK-1695,2020-062E,15.63034406,0.00061437,53.0451,351.6244,46329,STARLINK
STARLINK-1719,2020-062G,15.66172439,0.00108168,53.0394,29.0027,46331,STARLINK
STARLINK-1727,2020-062L,15.80947555,0.00115725,53.0376,39.4306,46335,STARLINK
STARLINK-1759,2020-062R,15.68271913,0.00060795,53.0185,26.1487,46340,STARLINK
STARLINK-1762,2020-062T,15.33254845,0.00034037,53.1573,15.8706,46342,STARLINK
STARLINK-1764,2020-062U,15.7619647,0.0008552,53.0372,42.3967,46343,STARLINK
STARLINK-1547,2020-062Y,15.71955532,0.00038351,53.0329,30.1792,46347,STARLINK
STARLINK-1553,2020-062Z,15.38481148,0.00025583,53.0364,316.243,46348,STARLINK
STARLINK-1646,2020-062AC,15.64135845,0.00064687,53.038,334.3258,46351,STARLINK
STARLINK-1653,2020-062AD,15.67025252,0.00128945,53.0401,25.7935,46352,STARLINK
STARLINK-1656,2020-062AE,15.59821854,0.00080804,53.0454,351.629,46353,STARLINK
STARLINK-1661,2020-062AG,15.33388852,0.00038469,53.1572,1.41,46355,STARLINK
STARLINK-1665,2020-062AH,15.72027996,0.00095713,53.0388,28.4676,46356,STARLINK
STARLINK-1666,2020-062AJ,15.67075842,0.00060204,53.0424,353.4888,46357,STARLINK
STARLINK-1707,2020-062AL,15.72168432,0.00032533,53.021,32.3645,46359,STARLINK
STARLINK-1724,2020-062BC,15.6157473,0.00080391,53.0253,54.9955,46375,STARLINK
STARLINK-1742,2020-062BD,16.32527124,0.00021163,53.0088,286.963,46376,STARLINK
STARLINK-1770,2020-062BL,15.69463346,0.00070823,53.0385,33.2308,46383,STARLINK
STARLINK-1771,2020-062BM,15.51958453,0.00087442,53.0383,20.1723,46384,STARLINK
STARLINK-1663,2020-070D,15.72760608,0.00035241,53.0409,260.7291,46535,STARLINK
STARLINK-1672,2020-070F,15.56016443,0.00038736,53.0484,180.3414,46537,STARLINK
STARLINK-1678,2020-070G,15.71091296,0.00027612,53.0418,283.6339,46538,STARLINK
STARLINK-1664,2020-070X,15.43728111,0.00013075,53.0474,188.4947,46553,STARLINK
STARLINK-1676,2020-070AA,15.59612763,0.00040317,53.0431,211.6282,46556,STARLINK
STARLINK-1679,2020-070AB,15.66466837,0.00032541,53.0439,294.866,46557,STARLINK
STARLINK-1680,2020-070AC,15.9375937,0.00042439,53.0325,265.3209,46558,STARLINK
STARLINK-1681,2020-070AD,16.01987801,0.0008098,53.0392,314.8259,46559,STARLINK
STARLINK-1714,2020-070AG,15.58704632,0.00041377,53.0441,279.221,46562,STARLINK
STARLINK-1730,2020-070AH,15.50425701,0.00016625,53.0271,218.027,46563,STARLINK
STARLINK-1733,2020-070AJ,15.88149836,0.00058388,53.0355,293.3604,46564,STARLINK
STARLINK-1735,2020-070AK,15.69699855,0.00058758,53.0399,292.1123,46565,STARLINK
STARLINK-1741,2020-070AM,15.7166118,0.00050809,53.0395,286.6316,46567,STARLINK
STARLINK-1531,2020-070AS,15.71739423,0.00046057,53.0514,8.0413,46572,STARLINK
STARLINK-1677,2020-070AW,15.7507963,0.00041624,53.0337,263.4733,46576,STARLINK
STARLINK-1683,2020-070AY,16.12960437,0.0009318,52.9984,316.8372,46578,STARLINK
STARLINK-1728,2020-070BC,15.61303055,0.00054217,53.0382,274.1237,46582,STARLINK
STARLINK-1736,2020-070BF,15.76003802,0.00043134,53.0378,271.9715,46585,STARLINK
STARLINK-1746,2020-070BJ,15.86460286,0.00065183,53.0345,276.4782,46588,STARLINK
STARLINK-1716,2020-073C,15.72734281,0.00079951,53.0438,109.421,46672,STARLINK
STARLINK-1718,2020-073E,15.64413039,0.00067218,53.046,87.6098,46674,STARLINK
STARLINK-1775,2020-073M,15.98986659,0.00053998,53.0376,193.5748,46681,STARLINK
STARLINK-1781,2020-073R,15.63936861,0.00069025,53.0479,84.4189,46685,STARLINK
STARLINK-1784,2020-073T,15.69850033,0.00042842,53.0427,90.8249,46687,STARLINK
STARLINK-1788,2020-073V,15.7040563,0.00044932,53.0409,116.4168,46689,STARLINK
STARLINK-1790,2020-073X,15.88613585,0.00038076,53.0371,218.1229,46691,STARLINK
STARLINK-1795,2020-073AC,15.76741406,0.00052408,53.0405,188.1266,46696,STARLINK
STARLINK-1797,2020-073AE,15.60229571,0.00032729,53.0438,135.9355,46698,STARLINK
STARLINK-1799,2020-073AF,15.96299701,0.0002014,53.0374,227.009,46699,STARLINK
STARLINK-1800,2020-073AG,16.03869905,0.00047873,53.0319,164.9871,46700,STARLINK
STARLINK-1801,2020-073AH,15.83216169,0.0001471,53.042,320.418,46701,STARLINK
STARLINK-1802,2020-073AJ,15.33169122,0.00026968,53.1588,134.5897,46702,STARLINK
STARLINK-1805,2020-073AM,15.59604131,0.00054586,53.0473,57.2148,46705,STARLINK
STARLINK-1807,2020-073AN,15.27075734,0.00010065,53.0613,57.5849,46706,STARLINK
STARLINK-1810,2020-073AR,15.53712413,0.00021355,53.0459,77.8799,46709,STARLINK
STARLINK-1815,2020-073AV,15.7778863,0.00058948,53.0437,130.0784,46713,STARLINK
STARLINK-1816,2020-073AW,15.87125768,0.00035371,53.0368,191.1777,46714,STARLINK
STARLINK-1817,2020-073AX,15.6923227,0.00051251,53.0463,60.2385,46715,STARLINK
STARLINK-1821,2020-073BA,15.43019834,0.00041912,53.0484,39.9198,46718,STARLINK
STARLINK-1826,2020-073BF,15.6793432,0.00015438,53.0473,335.7042,46723,STARLINK
STARLINK-1828,2020-073BH,15.60663722,0.00054814,53.0515,108.2491,46725,STARLINK
STARLINK-1830,2020-073BK,15.63709115,0.00054296,53.0413,163.3643,46727,STARLINK
STARLINK-1892,2020-074E,15.58460152,0.00034964,53.0426,63.449,46743,STARLINK
STARLINK-1894,2020-074F,16.16994357,0.00032467,53.0265,103.6635,46744,STARLINK
STARLINK-1905,2020-074H,15.71192092,0.00070341,53.0417,64.5126,46746,STARLINK
STARLINK-1911,2020-074L,15.84756578,0.00067233,53.0415,79.0086,46749,STARLINK
STARLINK-1922,2020-074Q,15.72424769,0.00069502,53.0414,75.4882,46753,STARLINK
STARLINK-1928,2020-074V,15.75058818,0.00067313,53.0413,84.1855,46758,STARLINK
STARLINK-1832,2020-074AT,15.9659367,0.00039455,53.0325,94.5692,46780,STARLINK
STARLINK-1835,2020-074AV,15.65826031,0.0009175,53.0429,90.6818,46782,STARLINK
STARLINK-1882,2020-074AX,15.70161661,0.00028137,53.0479,24.1472,46784,STARLINK
STARLINK-1893,2020-074AZ,15.56534132,0.0005861,53.0462,92.0802,46786,STARLINK
STARLINK-1931,2020-074BD,15.73177852,0.00068295,53.0406,76.6952,46790,STARLINK
STARLINK-1934,2020-074BF,16.05368843,0.0005261,53.0314,99.5314,46792,STARLINK
STARLINK-1942,2020-074BH,15.54063528,0.00066357,53.0426,64.889,46794,STARLINK
STARLINK-1944,2020-074BK,15.72490106,0.0006892,53.0423,70.346,46796,STARLINK
STARLINK-1777,2020-088A,15.5942252,0.00079076,53.0483,49.319,47122,STARLINK
STARLINK-1812,2020-088E,15.17626028,0.00031479,53.0783,18.1829,47126,STARLINK
STARLINK-1845,2020-088P,15.62921678,0.00075736,53.0482,53.0344,47135,STARLINK
STARLINK-1856,2020-088X,15.56282087,0.00028532,53.0473,9.97,47143,STARLINK
STARLINK-1871,2020-088AM,15.31701,0.00012521,53.1598,83.4909,47157,STARLINK
STARLINK-1873,2020-088AN,15.65471503,0.00022412,53.0457,335.9607,47158,STARLINK
STARLINK-1876,2020-088AR,15.71743752,0.00061522,53.0482,84.644,47161,STARLINK
STARLINK-1888,2020-088BB,15.55731467,0.00040898,53.0492,26.9294,47171,STARLINK
STARLINK-1912,2020-088BJ,15.64430522,0.00052363,53.0476,354.262,47178,STARLINK
