object_name,object_id,mean_motion,eccentricity,inclination,arg_of_pericenter,norad_cat_id,object_name_unique
STARLINK-4282,2022-076AK,15.08835166,0.00013332,53.2189,89.8248,53019,STARLINK
STARLINK-4287,2022-076AL,15.08823184,0.00011105,53.2146,96.2514,53020,STARLINK
STARLINK-4216,2022-076AN,15.08837387,0.00011946,53.217,79.3498,53022,STARLINK
STARLINK-4284,2022-076AP,15.08850551,0.0001439,53.2175,98.0712,53023,STARLINK
STARLINK-4289,2022-076AQ,15.08852283,0.0001585,53.2181,99.4015,53024,STARLINK
STARLINK-4218,2022-076AR,15.08841949,0.00013154,53.2164,90.3977,53025,STARLINK
STARLINK-4119,2022-076AS,15.08831386,0.00014931,53.2167,86.2345,53026,STARLINK
STARLINK-4158,2022-076AT,15.08830799,0.00010875,53.2196,108.8186,53027,STARLINK
STARLINK-4143,2022-076AV,15.08838991,0.00010852,53.2192,93.0413,53029,STARLINK
STARLINK-4160,2022-076AW,15.08835567,0.00012655,53.2159,86.264,53030,STARLINK
STARLINK-4137,2022-076AX,15.08847304,0.00012992,53.2172,90.3216,53031,STARLINK
STARLINK-4115,2022-076AY,15.08829093,0.00013401,53.217,93.5405,53032,STARLINK
STARLINK-4167,2022-076AZ,15.08843214,0.0001294,53.2169,90.0897,53033,STARLINK
STARLINK-4151,2022-076BA,15.08836032,0.00013295,53.2166,91.0849,53034,STARLINK
STARLINK-4157,2022-076BB,15.08837034,0.00011654,53.2173,92.689,53035,STARLINK
STARLINK-4155,2022-076BC,15.08849232,0.00011341,53.2167,87.3033,53036,STARLINK
STARLINK-4153,2022-076BD,15.08839253,0.00010693,53.2176,88.7948,53037,STARLINK
STARLINK-4156,2022-076BE,15.08840716,0.00013605,53.218,89.7069,53038,STARLINK
STARLINK-4362,2022-077A,15.05649972,0.00011228,97.6029,80.9721,53043,STARLINK
STARLINK-4349,2022-077B,16.02511062,0.00050322,97.5805,156.0552,53044,STARLINK
STARLINK-4350,2022-077C,15.05646138,0.00019753,97.6018,93.0583,53045,STARLINK
STARLINK-4331,2022-077D,15.05646584,0.00016081,97.6019,94.1819,53046,STARLINK
STARLINK-4352,2022-077E,15.05646283,0.00014671,97.6029,97.2751,53047,STARLINK
STARLINK-4355,2022-077F,15.0564985,0.00014856,97.6025,86.0832,53048,STARLINK
STARLINK-4345,2022-077G,15.05647617,0.00016472,97.6015,88.3823,53049,STARLINK
STARLINK-4343,2022-077H,15.05639224,0.000156,97.602,83.0079,53050,STARLINK
STARLINK-4336,2022-077J,15.05642922,8.771e-05,97.6026,90.496,53051,STARLINK
STARLINK-4341,2022-077K,15.05646902,0.00013881,97.6023,93.0205,53052,STARLINK
STARLINK-4337,2022-077L,15.05644941,0.00017596,97.6022,91.4424,53053,STARLINK
STARLINK-4339,2022-077M,15.05649879,0.00010922,97.6024,98.1261,53054,STARLINK
STARLINK-4338,2022-077N,15.05646996,0.0001561,97.6019,88.1363,53055,STARLINK
STARLINK-4314,2022-077P,15.05710475,0.00012988,97.6023,88.7096,53056,STARLINK
STARLINK-4252,2022-077Q,15.05648105,9.841e-05,97.6025,70.6594,53057,STARLINK
STARLINK-4317,2022-077R,15.05666243,4.246e-05,97.6025,117.9552,53058,STARLINK
STARLINK-4320,2022-077S,15.05676171,0.00014235,97.6025,91.235,53059,STARLINK
STARLINK-4305,2022-077T,15.05646045,0.00015257,97.6027,95.4761,53060,STARLINK
STARLINK-4308,2022-077U,15.05643799,0.00015986,97.6035,86.8707,53061,STARLINK
STARLINK-4311,2022-077V,15.05646642,0.00011002,97.6026,100.3541,53062,STARLINK
STARLINK-4307,2022-077W,15.05646152,0.00013793,97.6021,97.0617,53063,STARLINK
STARLINK-4313,2022-077X,15.05660699,0.00011845,97.6028,107.1582,53064,STARLINK
STARLINK-4312,2022-077Y,15.05618251,0.00037279,97.6026,87.3151,53065,STARLINK
STARLINK-4309,2022-077Z,15.0564666,0.00016366,97.6033,92.9826,53066,STARLINK
STARLINK-4325,2022-077AB,15.05647883,0.00013431,97.6021,91.8038,53068,STARLINK
STARLINK-4323,2022-077AC,15.05645541,0.00017702,97.6039,78.8379,53069,STARLINK
STARLINK-4342,2022-077AD,15.05645721,0.00012863,97.6018,85.4377,53070,STARLINK
STARLINK-4328,2022-077AE,15.05646828,0.00014278,97.6017,90.2301,53071,STARLINK
STARLINK-4344,2022-077AF,15.05649973,0.00011039,97.6027,91.2547,53072,STARLINK
STARLINK-4346,2022-077AG,15.21050813,0.00065623,97.6373,93.0857,53073,STARLINK
STARLINK-4310,2022-077AH,15.05650016,0.00015105,97.6024,96.3944,53074,STARLINK
STARLINK-4348,2022-077AJ,15.05647938,0.00017085,97.6032,88.8302,53075,STARLINK
STARLINK-4347,2022-077AK,15.05646037,0.00017453,97.6029,70.0609,53076,STARLINK
STARLINK-4322,2022-077AM,15.05647951,0.00014218,97.6035,83.4004,53078,STARLINK
STARLINK-4327,2022-077AN,15.05642312,0.00018361,97.6025,87.5,53079,STARLINK
STARLINK-4330,2022-077AP,15.05646187,0.0001381,97.6021,93.5442,53080,STARLINK
STARLINK-4326,2022-077AQ,15.05652728,0.00015928,97.6031,77.4436,53081,STARLINK
STARLINK-4321,2022-077AR,15.05644491,0.00018853,97.6016,83.1712,53082,STARLINK
STARLINK-4251,2022-077AS,15.05648023,0.00016999,97.6016,87.737,53083,STARLINK
STARLINK-4319,2022-077AT,15.05647868,0.00010823,97.602,125.5677,53084,STARLINK
STARLINK-4324,2022-077AU,15.05647882,0.00013323,97.5988,67.971,53085,STARLINK
STARLINK-4318,2022-077AV,15.05647015,0.00020351,97.6018,83.2254,53086,STARLINK
STARLINK-4333,2022-077AX,15.05646581,0.00015276,97.6024,83.7728,53088,STARLINK
STARLINK-4150,2022-083C,15.08840778,0.00015944,53.2188,88.896,53134,STARLINK
STARLINK-4023,2022-083D,15.0877191,0.00020629,53.2164,77.4601,53135,STARLINK
STARLINK-4152,2022-083E,15.08841246,0.00014704,53.22,90.3601,53136,STARLINK
STARLINK-4145,2022-083F,15.08839819,0.00013213,53.2185,84.3579,53137,STARLINK
STARLINK-4141,2022-083G,15.08841629,0.00013589,53.2184,88.6261,53138,STARLINK
STARLINK-4185,2022-083H,15.08834326,0.00010579,53.2197,86.5102,53139,STARLINK
STARLINK-4170,2022-083J,15.08834501,0.00014375,53.2185,86.0792,53140,STARLINK
STARLINK-4103,2022-083K,15.08839111,0.00016369,53.2188,90.9742,53141,STARLINK
STARLINK-4101,2022-083L,15.08837597,0.00011693,53.2188,89.5543,53142,STARLINK
STARLINK-4102,2022-083M,15.08840615,0.0001339,53.2183,90.4752,53143,STARLINK
STARLINK-4100,2022-083N,15.08839086,0.00012522,53.2182,96.5464,53144,STARLINK
STARLINK-4106,2022-083P,15.08845031,0.00013818,53.2194,93.3295,53145,STARLINK
STARLINK-4094,2022-083R,15.08839875,0.00014768,53.2184,91.7774,53147,STARLINK
STARLINK-4021,2022-083T,15.08838772,0.00014533,53.2186,88.4694,53149,STARLINK
STARLINK-4040,2022-083V,15.0884049,0.00013491,53.2185,88.1427,53151,STARLINK
STARLINK-4045,2022-083W,15.1562165,0.00022656,53.2181,78.1959,53152,STARLINK
STARLINK-4098,2022-083X,15.08837244,0.00013167,53.2185,88.5771,53153,STARLINK
STARLINK-4077,2022-083Y,15.0883391,0.00012528,53.2182,90.4504,53154,STARLINK
STARLINK-4088,2022-083Z,15.088632,0.00015086,53.2187,90.6049,53155,STARLINK
STARLINK-4087,2022-083AA,15.08835069,0.00013832,53.2186,81.8351,53156,STARLINK
STARLINK-4054,2022-083AC,15.0883634,0.00013606,53.219,86.3793,53158,STARLINK
STARLINK-4111,2022-083AD,15.08838993,0.00014159,53.2186,87.4864,53159,STARLINK
STARLINK-4096,2022-083AE,15.08842294,0.0001355,53.2179,85.6166,53160,STARLINK
STARLINK-4055,2022-083AF,15.08835241,0.00013379,53.2186,90.3316,53161,STARLINK
STARLINK-4114,2022-083AG,15.08836746,0.00013017,53.2177,99.4043,53162,STARLINK
STARLINK-4104,2022-083AH,15.08837695,0.00014514,53.2186,84.7333,53163,STARLINK
STARLINK-4116,2022-083AJ,15.08837213,0.00014178,53.2185,86.796,53164,STARLINK
STARLINK-4090,2022-083AK,15.08837642,0.00013758,53.2182,95.9151,53165,STARLINK
STARLINK-4110,2022-083AL,15.2004973,3.246e-05,53.2169,282.5584,53166,STARLINK
STARLINK-3683,2022-083AM,15.08839784,0.00015677,53.2192,97.3766,53167,STARLINK
STARLINK-4105,2022-083AN,15.08834635,0.00014885,53.2195,85.352,53168,STARLINK
STARLINK-4117,2022-083AP,15.08838473,8.481e-05,53.2186,75.2064,53169,STARLINK
STARLINK-4095,2022-083AQ,15.08837834,0.00013877,53.2182,90.4308,53170,STARLINK
STARLINK-4052,2022-083AR,15.08835464,0.00015346,53.2192,87.6062,53171,STARLINK
STARLINK-4299,2022-083AS,15.0884044,0.00015027,53.2199,86.6518,53172,STARLINK
STARLINK-4300,2022-083AT,15.08823442,0.00012705,53.2179,72.8932,53173,STARLINK
STARLINK-4205,2022-083AU,15.0884187,0.00014239,53.2187,86.1192,53174,STARLINK
STARLINK-4292,2022-083AV,15.08834851,0.000181,53.2151,101.3783,53175,STARLINK
STARLINK-4294,2022-083AW,15.08838619,0.00013818,53.2172,90.8486,53176,STARLINK
STARLINK-4298,2022-083AX,15.08840975,0.00013531,53.2176,92.7465,53177,STARLINK
STARLINK-4280,2022-083AY,15.0885374,0.00015187,53.2189,87.5289,53178,STARLINK
STARLINK-4276,2022-083AZ,15.08858513,0.00011453,53.2174,102.6899,53179,STARLINK
STARLINK-4258,2022-083BA,15.08840696,0.00014372,53.2176,87.3918,53180,STARLINK
STARLINK-4278,2022-083BC,15.08837439,0.00012512,53.2181,91.7414,53182,STARLINK
STARLINK-4268,2022-083BD,15.08838867,0.00012063,53.2174,86.4932,53183,STARLINK
STARLINK-4257,2022-083BE,15.08839015,0.0001494,53.2169,85.2416,53184,STARLINK
STARLINK-4391,2022-084A,15.05649657,0.00025288,97.603,129.7879,53189,STARLINK
STARLINK-4332,2022-084B,15.0566584,0.00014283,97.6107,168.9092,53190,STARLINK
STARLINK-4369,2022-084C,15.05647375,0.00012253,97.6015,100.0792,53191,STARLINK
STARLINK-4375,2022-084D,15.05644754,0.00014463,97.6022,128.9972,53192,STARLINK
STARLINK-4351,2022-084E,15.05650061,9.61e-05,97.6016,103.0149,53193,STARLINK
STARLINK-4382,2022-084F,15.05649089,8.93e-05,97.6038,118.6046,53194,STARLINK
STARLINK-4403,2022-084J,15.05659533,0.00015365,97.6005,103.3745,53197,STARLINK
STARLINK-4385,2022-084K,15.05648842,0.00016783,97.6008,103.8995,53198,STARLINK
STARLINK-4395,2022-084L,15.05646367,6.99e-05,97.6022,116.6428,53199,STARLINK
STARLINK-4417,2022-084M,15.0564942,0.00010876,97.603,135.4413,53200,STARLINK
STARLINK-4405,2022-084N,15.05652719,0.00010126,97.6038,169.1311,53201,STARLINK
STARLINK-4411,2022-084P,15.05651381,8.062e-05,97.6041,135.1829,53202,STARLINK
STARLINK-4409,2022-084Q,15.05649322,7.137e-05,97.6044,153.4191,53203,STARLINK
STARLINK-4410,2022-084R,15.05645361,0.00026039,97.6046,122.6196,53204,STARLINK
STARLINK-4397,2022-084S,15.05647952,8.981e-05,97.6042,128.5773,53205,STARLINK
STARLINK-4408,2022-084T,15.05647311,8.013e-05,97.6041,148.5265,53206,STARLINK
STARLINK-4413,2022-084U,15.05645897,0.00011731,97.6044,101.2785,53207,STARLINK
STARLINK-4425,2022-084V,15.0564823,0.0001065,97.6031,101.2226,53208,STARLINK
STARLINK-4423,2022-084W,15.05648958,0.00012101,97.6015,104.0819,53209,STARLINK
STARLINK-4427,2022-084X,15.0565548,0.00010157,97.6037,118.9862,53210,STARLINK
STARLINK-4416,2022-084Z,15.05650923,0.00014132,97.6038,153.7986,53212,STARLINK
STARLINK-4414,2022-084AA,15.0565742,0.00014185,97.6041,89.4983,53213,STARLINK
STARLINK-4353,2022-084AB,15.05644704,0.00012947,97.6036,101.397,53214,STARLINK
STARLINK-4335,2022-084AC,15.05649296,0.00012035,97.6028,133.3008,53215,STARLINK
STARLINK-4376,2022-084AD,15.05645079,0.00013762,97.6033,91.9134,53216,STARLINK
STARLINK-4384,2022-084AF,15.0564641,7.476e-05,97.6032,126.628,53218,STARLINK
STARLINK-4373,2022-084AG,15.05647918,0.00013842,97.6032,120.6979,53219,STARLINK
STARLINK-4363,2022-084AH,15.05633152,0.00013718,97.6031,87.6966,53220,STARLINK
STARLINK-4377,2022-084AJ,15.05650066,7.708e-05,97.6036,110.898,53221,STARLINK
STARLINK-4356,2022-084AM,15.05646183,0.00017172,97.6028,92.0719,53224,STARLINK
STARLINK-4358,2022-084AN,15.05647971,0.00010723,97.6036,168.6853,53225,STARLINK
STARLINK-4359,2022-084AP,15.05648681,0.00014153,97.6038,108.9539,53226,STARLINK
STARLINK-4366,2022-084AQ,15.05646904,7.753e-05,97.6029,143.5067,53227,STARLINK
STARLINK-4365,2022-084AR,15.05639472,9.769e-05,97.6035,90.7498,53228,STARLINK
STARLINK-4367,2022-084AS,15.05646724,8.911e-05,97.6036,126.9535,53229,STARLINK
STARLINK-4364,2022-084AT,15.05646815,0.0001055,97.6031,101.9225,53230,STARLINK
STARLINK-4370,2022-084AU,15.05648562,0.00010846,97.6028,124.2873,53231,STARLINK
STARLINK-4371,2022-084AV,15.05652317,0.00014174,97.6026,97.9459,53232,STARLINK
STARLINK-4372,2022-084AW,15.05656039,9.871e-05,97.6022,137.1766,53233,STARLINK
STARLINK-4368,2022-084AX,15.05650415,0.00011125,97.6016,85.1689,53234,STARLINK
STARLINK-4056,2022-086A,15.08829515,0.0001472,53.2179,84.1436,53242,STARLINK
STARLINK-4047,2022-086B,15.08837447,0.00015697,53.2202,85.8688,53243,STARLINK
STARLINK-4125,2022-086C,15.08834868,0.00011558,53.2179,89.8439,53244,STARLINK
STARLINK-4131,2022-086E,15.08837147,0.00013966,53.2183,88.8872,53246,STARLINK
STARLINK-4061,2022-086F,15.08837635,0.00014647,53.2179,88.7111,53247,STARLINK
STARLINK-4135,2022-086G,15.08841849,0.00015693,53.2186,91.484,53248,STARLINK
STARLINK-4128,2022-086H,15.08840106,0.00014148,53.2183,89.188,53249,STARLINK
STARLINK-4059,2022-086J,15.08831508,0.00011174,53.218,75.0277,53250,STARLINK
STARLINK-4129,2022-086K,15.08837786,0.00017816,53.2193,96.6109,53251,STARLINK
STARLINK-4132,2022-086L,15.08832783,0.000136,53.2177,89.4079,53252,STARLINK
STARLINK-4133,2022-086M,15.08837353,0.00020065,53.2183,90.9693,53253,STARLINK
STARLINK-4134,2022-086N,15.08832554,0.00014944,53.2187,88.9303,53254,STARLINK
STARLINK-4142,2022-086P,15.08839946,0.00014996,53.2187,99.1535,53255,STARLINK
STARLINK-4147,2022-086Q,15.08838123,0.00014962,53.2182,93.1382,53256,STARLINK
STARLINK-4144,2022-086R,15.08829166,0.00014857,53.2206,95.5938,53257,STARLINK
STARLINK-4127,2022-086S,15.08841513,0.0001583,53.2168,89.1249,53258,STARLINK
STARLINK-4140,2022-086T,15.088473,0.00023107,53.2212,74.4704,53259,STARLINK
STARLINK-4062,2022-086V,15.0884104,0.00013416,53.2184,90.6106,53261,STARLINK
STARLINK-4085,2022-086W,15.08843454,0.00015495,53.2186,90.7897,53262,STARLINK
STARLINK-4130,2022-086X,15.08845838,0.00020943,53.2193,112.5381,53263,STARLINK
STARLINK-3950,2022-086Y,15.08838169,0.0001536,53.2189,89.7793,53264,STARLINK
STARLINK-4097,2022-086Z,15.08838534,0.0001034,53.2194,73.5209,53265,STARLINK
STARLINK-4058,2022-086AA,15.08845581,0.00013657,53.2184,81.2201,53266,STARLINK
STARLINK-4060,2022-086AB,15.08837821,0.00014696,53.2195,87.2739,53267,STARLINK
STARLINK-4109,2022-086AC,15.08836326,0.00011831,53.2189,77.5464,53268,STARLINK
STARLINK-4122,2022-086AG,15.0886729,0.00014289,53.219,92.7913,53272,STARLINK
STARLINK-4051,2022-086AH,15.08834947,0.00015231,53.2181,89.6025,53273,STARLINK
STARLINK-4050,2022-086AJ,15.08839059,0.00014672,53.2193,85.2621,53274,STARLINK
STARLINK-4179,2022-086AK,15.08840379,0.00015436,53.2191,82.7536,53275,STARLINK
STARLINK-4174,2022-086AL,15.08842043,0.00016041,53.2185,97.0044,53276,STARLINK
STARLINK-4178,2022-086AM,15.08835151,0.00013063,53.2168,85.6249,53277,STARLINK
STARLINK-4180,2022-086AN,15.08836136,0.00017157,53.2186,88.3159,53278,STARLINK
STARLINK-4169,2022-086AQ,15.08842322,0.00014204,53.2184,92.5967,53280,STARLINK
STARLINK-4164,2022-086AS,15.08837593,0.00014339,53.218,91.1522,53282,STARLINK
STARLINK-4175,2022-086AT,15.08839107,0.00014293,53.2184,91.3591,53283,STARLINK
STARLINK-4173,2022-086AV,15.08840449,0.00017315,53.2165,92.4214,53285,STARLINK
STARLINK-4165,2022-086AW,15.08839284,0.000182,53.2186,90.1098,53286,STARLINK
STARLINK-4107,2022-086AX,15.08843445,0.00015001,53.2184,89.7391,53287,STARLINK
STARLINK-4162,2022-086AY,15.0884083,0.00013926,53.219,88.1147,53288,STARLINK
STARLINK-4176,2022-086AZ,15.08839595,0.00015358,53.219,85.6194,53289,STARLINK
STARLINK-4149,2022-086BA,15.08844762,0.00015581,53.2184,90.3959,53290,STARLINK
STARLINK-4166,2022-086BB,15.08838913,0.00013447,53.2184,88.1085,53291,STARLINK
STARLINK-4159,2022-086BC,15.08841369,0.00016773,53.2186,97.577,53292,STARLINK
STARLINK-4148,2022-086BD,15.08838396,0.00017315,53.2155,84.9361,53293,STARLINK
STARLINK-4146,2022-086BE,15.08840245,0.00018163,53.2185,93.6827,53294,STARLINK
STARLINK-4522,2022-097A,15.08838183,0.00012957,53.2181,106.9438,53388,STARLINK
STARLINK-4523,2022-097B,15.08836961,0.00016036,53.2181,91.6212,53389,STARLINK
STARLINK-4517,2022-097C,15.08836122,0.00013586,53.2181,86.6717,53390,STARLINK
STARLINK-4521,2022-097D,15.0882958,0.00013602,53.2179,95.2413,53391,STARLINK
STARLINK-4535,2022-097E,15.08838661,0.00013914,53.218,92.4439,53392,STARLINK
STARLINK-4530,2022-097F,15.08849779,0.000126,53.2179,95.2193,53393,STARLINK
STARLINK-4544,2022-097G,15.08839979,0.00013374,53.2174,90.3181,53394,STARLINK
STARLINK-4534,2022-097H,15.08842134,0.00013752,53.218,91.6541,53395,STARLINK
STARLINK-4524,2022-097J,15.08840712,0.00014495,53.2174,89.7404,53396,STARLINK
STARLINK-4515,2022-097K,15.08850212,0.00014464,53.218,84.8106,53397,STARLINK
STARLINK-4512,2022-097L,15.08818269,0.0001159,53.2191,91.8264,53398,STARLINK
STARLINK-4528,2022-097M,15.08840432,0.00013479,53.218,90.3186,53399,STARLINK
STARLINK-4520,2022-097N,15.08822557,0.00012309,53.2174,91.5316,53400,STARLINK
STARLINK-4525,2022-097P,15.0884028,0.00013508,53.2174,90.0849,53401,STARLINK
STARLINK-4499,2022-097Q,15.08834078,0.00018504,53.2186,87.1682,53402,STARLINK
STARLINK-4507,2022-097R,15.08839008,0.000136,53.2185,79.8834,53403,STARLINK
STARLINK-4509,2022-097S,15.08842344,0.00012244,53.2169,96.1089,53404,STARLINK
STARLINK-4510,2022-097T,15.08835036,0.00014358,53.2187,88.3978,53405,STARLINK
STARLINK-4533,2022-097U,15.08836503,0.00014835,53.2179,89.0147,53406,STARLINK
STARLINK-4491,2022-097W,15.08841224,0.00011707,53.2174,95.2158,53408,STARLINK
STARLINK-4490,2022-097X,15.08838908,0.00013588,53.2178,92.8636,53409,STARLINK
STARLINK-4492,2022-097Y,15.08840951,0.00014367,53.2184,91.3701,53410,STARLINK
STARLINK-4497,2022-097Z,15.08840165,0.00013321,53.2179,88.5877,53411,STARLINK
STARLINK-4496,2022-097AA,15.08976566,0.00016854,53.2184,122.8987,53412,STARLINK
STARLINK-4500,2022-097AB,15.08838326,0.00013477,53.2176,88.3091,53413,STARLINK
STARLINK-4304,2022-097AC,15.08846852,7.794e-05,53.2185,114.2098,53414,STARLINK
STARLINK-4479,2022-097AD,15.08836111,0.00014357,53.2179,83.2334,53415,STARLINK
STARLINK-4480,2022-097AE,15.08843547,0.00010955,53.2162,55.9288,53416,STARLINK
STARLINK-4484,2022-097AF,15.08842526,0.00014347,53.217,87.2479,53417,STARLINK
STARLINK-4481,2022-097AG,15.08837803,0.0001366,53.2187,91.8002,53418,STARLINK
STARLINK-4476,2022-097AH,15.08837505,0.0001417,53.2178,91.268,53419,STARLINK
STARLINK-4552,2022-097AJ,15.08827185,0.00011359,53.2182,111.3228,53420,STARLINK
STARLINK-4545,2022-097AK,15.08839038,0.00014752,53.2173,90.06,53421,STARLINK
STARLINK-4546,2022-097AL,15.08838394,0.0001262,53.2169,91.2594,53422,STARLINK
STARLINK-4539,2022-097AM,15.08839288,0.00013706,53.2169,92.5798,53423,STARLINK
STARLINK-4532,2022-097AN,15.08843636,0.00012459,53.2174,93.7013,53424,STARLINK
STARLINK-4531,2022-097AP,15.08834147,0.00016779,53.2168,99.5137,53425,STARLINK
STARLINK-4558,2022-097AQ,15.0883933,0.00012182,53.2167,94.8421,53426,STARLINK
STARLINK-4543,2022-097AT,15.08842546,0.00013202,53.2171,89.9249,53429,STARLINK
STARLINK-4538,2022-097AU,15.08841244,0.00011907,53.2186,93.4739,53430,STARLINK
STARLINK-4548,2022-097AV,15.08837659,0.00013674,53.2166,91.1865,53431,STARLINK
STARLINK-4557,2022-097AW,15.08847287,0.00012523,53.2173,86.9208,53432,STARLINK
STARLINK-4549,2022-097AX,15.0883068,0.0001133,53.2172,99.0576,53433,STARLINK
STARLINK-4498,2022-097AY,15.40170913,0.00020269,53.2165,50.5474,53434,STARLINK
STARLINK-4542,2022-097AZ,15.09011285,0.00012807,53.2179,141.3482,53435,STARLINK
STARLINK-4527,2022-097BA,15.08836902,0.00013459,53.2187,90.1888,53436,STARLINK
STARLINK-4526,2022-097BC,15.08835545,0.00013663,53.2171,91.074,53438,STARLINK
STARLINK-4519,2022-097BD,15.08839237,0.00012373,53.2171,87.4887,53439,STARLINK
STARLINK-4415,2022-099A,15.05647186,7.705e-05,97.6025,149.0351,53465,STARLINK
STARLINK-4398,2022-099B,15.16683516,0.0002076,97.6042,60.6781,53466,STARLINK
STARLINK-4394,2022-099C,15.19042931,0.00018657,97.6047,68.1101,53467,STARLINK
STARLINK-4400,2022-099D,15.05645322,0.00012147,97.6019,89.952,53468,STARLINK
STARLINK-4399,2022-099E,15.05638782,9.156e-05,97.6027,153.0026,53469,STARLINK
STARLINK-4393,2022-099F,15.05648597,8.761e-05,97.6036,103.4035,53470,STARLINK
STARLINK-4316,2022-099G,15.05649006,0.00013351,97.6015,172.8043,53471,STARLINK
STARLINK-4447,2022-099H,15.05640723,0.00015883,97.6031,93.9472,53472,STARLINK
STARLINK-4383,2022-099J,15.05646409,7.372e-05,97.6018,120.0288,53473,STARLINK
STARLINK-4445,2022-099K,15.05651106,9.639e-05,97.6041,92.4917,53474,STARLINK
STARLINK-4389,2022-099L,15.17124584,0.0002148,97.6043,101.1766,53475,STARLINK
STARLINK-4378,2022-099M,15.0564715,9.441e-05,97.6028,104.7517,53476,STARLINK
STARLINK-4412,2022-099N,15.19006042,0.00026436,97.605,59.3219,53477,STARLINK
STARLINK-4433,2022-099P,15.0564941,0.00014776,97.6044,79.5796,53478,STARLINK
STARLINK-4436,2022-099Q,15.05646898,0.0001222,97.6021,188.3064,53479,STARLINK
STARLINK-4442,2022-099R,15.16754663,0.00030751,97.6015,58.0897,53480,STARLINK
STARLINK-4302,2022-099S,15.19904544,0.00015457,97.6042,132.7163,53481,STARLINK
STARLINK-4360,2022-099T,15.05651086,0.00010195,97.6029,101.379,53482,STARLINK
STARLINK-4426,2022-099V,15.05665872,0.00013944,97.6024,181.4462,53484,STARLINK
STARLINK-4430,2022-099W,15.05650825,8.256e-05,97.6023,100.0997,53485,STARLINK
STARLINK-4431,2022-099X,15.22450584,0.0001577,97.6026,110.1119,53486,STARLINK
STARLINK-4432,2022-099Y,15.05651453,6.782e-05,97.6014,135.647,53487,STARLINK
STARLINK-4421,2022-099Z,15.05646394,0.00013238,97.6018,167.0341,53488,STARLINK
STARLINK-4392,2022-099AA,15.05648215,0.0001399,97.6031,94.6466,53489,STARLINK
STARLINK-4387,2022-099AB,15.15904271,0.00024806,97.6041,75.5165,53490,STARLINK
STARLINK-4450,2022-099AC,15.20604275,0.00021431,97.6055,115.147,53491,STARLINK
STARLINK-4451,2022-099AD,15.05649846,0.00015442,97.6,88.3077,53492,STARLINK
STARLINK-4340,2022-099AF,15.05644482,7.884e-05,97.6027,188.5289,53494,STARLINK
STARLINK-4429,2022-099AG,15.05649066,8.135e-05,97.6029,105.7212,53495,STARLINK
STARLINK-4465,2022-099AH,16.21085931,0.0009645,97.6255,280.2684,53496,STARLINK
STARLINK-4453,2022-099AJ,15.05650332,0.000114,97.603,91.4012,53497,STARLINK
STARLINK-4439,2022-099AK,15.05649017,4.064e-05,97.603,161.8513,53498,STARLINK
STARLINK-4454,2022-099AL,15.11109536,0.00021782,97.6034,86.003,53499,STARLINK
STARLINK-4455,2022-099AM,15.18767786,4.613e-05,97.6043,118.8338,53500,STARLINK
STARLINK-4434,2022-099AN,15.2010689,0.00013739,97.6042,31.362,53501,STARLINK
STARLINK-4435,2022-099AP,15.1811272,0.00013362,97.6049,118.1147,53502,STARLINK
STARLINK-4448,2022-099AR,15.16036218,0.00019506,97.6048,70.6865,53504,STARLINK
STARLINK-4446,2022-099AS,15.64953443,0.00014396,97.6039,64.9701,53505,STARLINK
STARLINK-4437,2022-099AT,15.19428918,0.00014332,97.6033,73.1482,53506,STARLINK
STARLINK-4443,2022-099AV,15.05651205,9.276e-05,97.602,175.8293,53508,STARLINK
STARLINK-4402,2022-099AW,15.18502048,0.00019362,97.6042,53.9056,53509,STARLINK
STARLINK-4503,2022-101B,15.08834873,0.00012499,53.2168,84.6995,53528,STARLINK
STARLINK-4478,2022-101C,15.12309407,0.00021741,53.2143,166.9061,53529,STARLINK
STARLINK-4482,2022-101D,15.08835979,0.0001002,53.2164,80.7871,53530,STARLINK
STARLINK-4487,2022-101E,15.08838467,0.00013595,53.2163,92.3908,53531,STARLINK
STARLINK-4483,2022-101F,15.08837053,0.00014695,53.218,85.0081,53532,STARLINK
STARLINK-4493,2022-101G,15.08828829,0.00011573,53.2174,94.9694,53533,STARLINK
STARLINK-4138,2022-101J,15.08836541,0.00013263,53.2182,84.605,53535,STARLINK
STARLINK-4053,2022-101K,15.08837501,0.00011103,53.2169,92.6239,53536,STARLINK
STARLINK-4120,2022-101L,15.08835745,0.00010768,53.2163,85.6715,53537,STARLINK
STARLINK-4123,2022-101N,15.08837059,0.0001325,53.2167,88.634,53539,STARLINK
STARLINK-4486,2022-101P,15.08839695,0.00012075,53.2165,107.8044,53540,STARLINK
STARLINK-4485,2022-101Q,15.08835699,0.00012595,53.2166,84.7352,53541,STARLINK
STARLINK-4489,2022-101R,15.0883756,0.00012336,53.218,80.8391,53542,STARLINK
STARLINK-4297,2022-101S,15.08852242,0.00019018,53.2177,104.0139,53543,STARLINK
STARLINK-4303,2022-101T,15.08844716,0.00012958,53.2174,87.2458,53544,STARLINK
STARLINK-4475,2022-101U,15.08838688,9.096e-05,53.216,89.0391,53545,STARLINK
STARLINK-4477,2022-101V,15.08835743,0.00011354,53.2146,98.3201,53546,STARLINK
STARLINK-4474,2022-101W,15.08834867,0.00011973,53.2171,81.4091,53547,STARLINK
