OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2026-04-16T03:10:57.891072,15.34844011,0.00031711,53.1552,4.1211,159.275,200.8382,0,U,44714,999,35461,0.00078688731,0.00026685,0.0
STARLINK-1012,2019-074F,2026-04-16T03:10:12.397152,15.34150587,0.00036763,53.1602,4.4007,144.0726,216.0525,0,U,44718,999,35460,0.00045283802,0.00014835,0.0
STARLINK-1017,2019-074L,2026-04-16T01:46:57.236448,15.27565696,0.00033165,53.0511,358.5182,153.6459,206.4708,0,U,44723,999,35467,0.00081664985,0.00022029,0.0
STARLINK-1019,2019-074M,2026-04-16T00:00:02.000160,15.9562648,0.00049811,53.0355,307.282,279.7659,72.5714,0,U,44724,999,603,0.00060675937,0.00246971,3.5098157e-05
STARLINK-1020,2019-074N,2026-04-16T04:41:50.795520,15.33256085,0.00029298,53.1607,29.3252,146.0752,214.0438,0,U,44725,999,35424,0.00087484459,0.00028244,0.0
STARLINK-1036,2019-074AE,2026-04-15T23:11:24.088128,15.63955801,0.00046861,53.0462,7.0024,118.2806,241.8681,0,U,44741,999,35454,0.0007587375,0.00072972,0.0
STARLINK-1039,2019-074AH,2026-04-16T04:59:59.108928,15.25022392,0.00016837,53.0653,42.2246,65.5864,294.5309,0,U,44744,999,35407,0.0010916283,0.00027379,0.0
STARLINK-1042,2019-074AL,2026-04-15T21:38:47.956416,15.51860434,2.693e-05,53.0422,275.975,264.955,95.1428,0,U,44747,999,35584,0.00024113025,0.00014249,0.0
STARLINK-1043,2019-074AM,2026-04-16T01:33:50.771808,15.56189206,0.00022964,53.0526,13.82,133.9781,226.142,0,U,44748,999,35446,0.00035073325,0.00024601,0.0
STARLINK-1046,2019-074AQ,2026-04-16T02:37:38.045568,15.48438877,0.00015467,53.0525,32.4283,327.2563,32.8348,0,U,44751,999,35420,0.00071122134,0.00038113,0.0
STARLINK-1047,2019-074AR,2026-04-15T20:27:18.415008,15.33473302,0.00025275,53.0705,332.282,20.4198,339.6904,0,U,44752,999,35504,0.00014387667,4.35e-05,0.0
STARLINK-1048,2019-074AS,2026-04-16T01:46:48.335520,15.60297145,0.00029785,53.0499,347.5828,163.303,196.8081,0,U,44753,999,35482,0.00091728338,0.00076593,0.0
STARLINK-1063,2019-074BH,2026-04-16T06:25:38.516160,15.33806273,0.00036771,53.1586,44.4083,119.82,240.3168,0,U,44768,999,35407,0.00084664517,0.00027805,0.0
STARLINK-1067,2019-074BL,2026-04-15T22:54:52.185024,15.64904213,0.00061866,53.0494,22.3599,117.23,242.9346,0,U,44771,999,35433,0.00036614022,0.0003613,0.0
STARLINK-1068,2019-074BM,2026-04-16T06:22:14.665728,15.6878046,0.00040619,53.0469,355.0709,76.2595,283.8873,0,U,44772,999,35473,0.00042437037,0.00049208,0.0
STARLINK-1114,2020-001P,2026-04-16T05:52:31.198656,15.5709098,0.00045508,53.0453,148.1416,312.2537,47.8087,0,U,44927,999,34593,0.00062726508,0.00046048,0.0
STARLINK-1123,2020-001S,2026-04-16T04:49:45.215328,15.31603366,0.00037785,53.1471,170.9141,17.2573,342.8556,0,U,44930,999,34561,0.00062675195,0.00019077,0.0
STARLINK-1094,2020-001AD,2026-04-16T06:37:35.416704,15.33228673,0.00031807,53.1554,144.6621,43.3993,316.7259,0,U,44941,999,34599,0.00068283189,0.00021926,0.0
STARLINK-1122,2020-001AM,2026-04-16T06:19:51.695328,15.30806853,0.00013344,53.1569,145.0571,87.7417,272.3737,0,U,44949,999,34598,0.00088401668,0.00026413,0.0
STARLINK-1080,2020-001AZ,2026-04-16T00:01:59.731392,15.53740425,0.0001624,53.0475,109.0141,339.6491,20.4454,0,U,44961,999,34646,0.00080537528,0.0005237,0.0
STARLINK-1090,2020-001BG,2026-04-16T05:28:37.643808,15.31915066,0.0003798,53.15,132.0173,44.5226,315.608,0,U,44968,999,34616,0.0007629788,0.00023548,0.0
STARLINK-1132,2020-006A,2026-04-16T05:19:50.015424,15.48486518,0.00047058,53.1533,75.4332,31.8391,328.2901,0,U,45044,999,34273,0.0008666894,0.00046682,0.0
STARLINK-1131,2020-006D,2026-04-16T06:34:15.461184,15.3211557,0.00023694,53.1576,106.2562,71.8649,288.2611,0,U,45047,999,34230,0.00083679765,0.00026032,0.0
STARLINK-1134,2020-006E,2026-04-16T05:54:33.509952,15.48635025,0.00039768,53.0292,59.0551,328.0338,32.0427,0,U,45048,999,34295,0.00094803179,0.00051404,0.0
STARLINK-1156,2020-006L,2026-04-16T04:21:12.998016,15.30731213,0.00014381,53.1584,106.8304,91.0491,269.0675,0,U,45054,999,34228,0.00089826124,0.00026782,0.0
STARLINK-1159,2020-006P,2026-04-16T08:00:03.000384,15.98112451,0.00024199,53.0384,43.2895,132.2056,46.0282,0,U,45057,999,603,0.0005872079,0.0027417,4.1787515e-05
STARLINK-1166,2020-006S,2026-04-16T06:31:17.468544,15.51412456,0.0003204,53.0482,92.7863,32.2268,327.8935,0,U,45060,999,34248,0.00080961233,0.00048365,0.0
STARLINK-1169,2020-006T,2026-04-16T04:27:37.502208,15.33275779,0.00039165,53.1558,106.4986,68.2191,291.9228,0,U,45061,999,34229,0.0010318574,0.00033427,0.0
STARLINK-1171,2020-006U,2026-04-16T04:13:27.632064,15.67994218,0.00048732,53.0436,65.2323,84.6283,275.5289,0,U,45062,999,34286,0.00033773016,0.00037745,0.0
STARLINK-1133,2020-006W,2026-04-16T05:15:57.163968,15.30806344,0.00015101,53.1575,83.4541,100.282,259.8351,0,U,45064,999,34262,0.00091753042,0.00027431,0.0
STARLINK-1167,2020-006AD,2026-04-16T05:34:31.502784,15.3291371,0.00035163,53.1527,83.2835,75.8066,284.3326,0,U,45071,999,34262,0.00065263919,0.00020728,0.0
STARLINK-1168,2020-006AE,2026-04-16T04:49:10.169760,15.3076997,0.00015636,53.1594,83.7536,102.9352,257.1823,0,U,45072,999,34261,0.00083912245,0.00025019,0.0
STARLINK-1172,2020-006AG,2026-04-16T05:21:01.689408,15.33753188,0.00035924,53.1548,83.0318,72.6005,287.5389,0,U,45074,999,34262,0.0007069664,0.00023102,0.0
STARLINK-1153,2020-006AN,2026-04-16T05:11:12.762816,15.32840589,0.00042428,53.1588,83.2737,89.8325,270.3163,0,U,45080,999,34262,0.0012060373,0.00038625,0.0
STARLINK-1151,2020-006AP,2026-04-16T05:51:13.029120,15.70436701,0.00050856,53.0522,54.6995,97.0334,263.1261,0,U,45081,999,34301,0.00037286353,0.00046253,0.0
STARLINK-1185,2020-006AV,2026-04-16T04:16:03.906336,15.40470676,0.00021298,53.1612,66.5794,115.2209,244.9018,0,U,45087,999,34285,0.00085331982,0.00034861,0.0
STARLINK-1183,2020-006AW,2026-04-16T08:00:03.000384,15.30774054,0.00014208,53.1582,67.7082,107.1643,39.1329,0,U,45088,999,583,0.0024101689,0.00073018,0.0
STARLINK-1152,2020-006BE,2026-04-16T05:12:19.609632,15.42982243,0.00028378,53.0361,28.8165,48.1318,311.9928,0,U,45096,999,34337,0.00082375793,0.00036615,0.0
STARLINK-1184,2020-006BG,2026-04-16T05:32:34.010880,15.12124043,0.00016692,53.0522,75.6228,249.6471,110.4341,0,U,45098,999,34271,0.00078834758,0.00013467,0.0
STARLINK-1193,2020-006BJ,2026-04-16T02:12:25.396704,15.61559162,0.00064662,53.0497,48.5548,96.4658,263.7091,0,U,45100,999,34308,0.0008660621,0.00075948,0.0
STARLINK-1143,2020-012B,2026-04-15T09:59:28.493664,15.72313498,0.00044728,53.0441,148.9553,311.0715,48.9916,0,U,45179,999,34168,0.00062684731,0.00085012,0.0
STARLINK-1202,2020-012F,2026-04-16T07:25:05.223072,15.30580072,0.00013696,53.1582,224.5004,22.7812,337.325,0,U,45183,999,34071,0.00073393696,0.00021698,0.0
STARLINK-1216,2020-012H,2026-04-15T15:29:23.392032,15.30827148,0.00014059,53.1577,227.5513,35.139,324.9704,0,U,45185,999,34055,0.0011150261,0.00033462,0.0
STARLINK-1225,2020-012K,2026-04-15T12:17:02.131872,15.30775456,0.0001226,53.1575,228.6153,40.5424,319.5668,0,U,45187,999,34057,0.00080656,0.00024035,0.0
STARLINK-1230,2020-012M,2026-04-16T01:02:53.009376,15.30796352,0.00011008,53.1591,226.1983,36.0258,324.0817,0,U,45189,999,33788,0.00047112701,0.00013879,0.0
STARLINK-1234,2020-012N,2026-04-16T02:56:58.807104,15.67905762,0.00089652,53.0407,141.3943,45.1874,314.9869,0,U,45190,999,34174,0.00030526928,0.00033969,0.0
STARLINK-1269,2020-012V,2026-04-16T07:13:50.978208,15.30865982,6.348e-05,53.158,224.8594,15.5577,344.5444,0,U,45197,999,34067,0.00034438331,0.00010065,0.0
STARLINK-1154,2020-012W,2026-04-15T12:32:29.587488,15.52317059,0.00032518,53.0448,193.4654,286.0127,74.0523,0,U,45198,999,34100,0.00076582915,0.00047236,0.0
STARLINK-1199,2020-012Z,2026-04-16T06:30:02.049984,15.30819947,9.511e-05,53.1584,209.2493,37.7408,322.3659,0,U,45201,999,34091,0.00070709819,0.00021047,0.0
STARLINK-1209,2020-012AE,2026-04-16T06:48:12.350592,15.57912051,0.0012039,53.0411,151.7785,29.4793,330.6894,0,U,45206,999,34076,0.00070155588,0.00053374,0.0
STARLINK-1231,2020-012AL,2026-04-16T06:53:48.043968,15.24421569,0.00032908,53.0361,202.6539,278.1203,81.942,0,U,45212,999,34095,0.00084836708,0.00020803,0.0
STARLINK-1271,2020-012AR,2026-04-16T06:28:02.769600,15.3070928,0.00013607,53.159,209.3874,32.1525,327.9559,0,U,45217,999,34091,0.00096947446,0.00028922,0.0
STARLINK-1191,2020-012AW,2026-04-16T04:21:04.316544,15.34045629,0.00045682,53.1565,184.1982,5.4411,354.664,0,U,45222,999,34126,0.0007805284,0.00025797,0.0
STARLINK-1212,2020-012AX,2026-04-16T05:39:48.418848,15.59700012,0.00058686,53.0444,168.3208,333.4005,26.6705,0,U,45223,999,34148,0.0007145455,0.00058095,0.0
STARLINK-1215,2020-012AZ,2026-04-15T22:45:56.997504,15.30935428,0.00039181,53.1584,185.2142,63.8205,296.3199,0,U,45225,999,34118,0.0050097347,0.00154638,0.0
STARLINK-1221,2020-012BB,2026-04-16T05:29:47.385024,15.43250634,0.00036903,53.0645,91.5354,103.9379,256.2037,0,U,45227,999,34250,0.00022006587,9.53e-05,0.0
STARLINK-1222,2020-012BC,2026-04-16T03:07:54.897600,15.51820674,3.212e-05,53.0539,162.981,259.7106,100.3866,0,U,45228,999,34143,0.00052050354,0.00031317,0.0
STARLINK-1226,2020-012BD,2026-04-16T04:44:25.601856,15.38813648,0.00022302,53.159,183.2104,27.7993,332.313,0,U,45229,999,34117,0.0006900174,0.00026578,0.0
STARLINK-1227,2020-012BE,2026-04-16T05:04:00.989184,15.38863609,0.00032289,53.1575,183.3065,19.4912,340.6216,0,U,45230,999,34129,0.00072772435,0.00028106,0.0
STARLINK-1246,2020-012BK,2026-04-16T01:11:49.459200,15.30801331,0.00011269,53.1584,225.69,44.5573,315.5519,0,U,45235,999,34069,0.00093340761,0.00027909,0.0
STARLINK-1270,2020-012BM,2026-04-16T04:01:30.575136,15.53592575,0.00046714,53.0449,167.6383,353.9599,6.1354,0,U,45237,999,34148,0.0007682348,0.00049662,0.0
STARLINK-1279,2020-019A,2026-04-15T21:25:21.672480,15.65442047,0.00046624,53.0396,277.1348,278.7437,81.3049,0,U,45360,999,33648,0.00078468479,0.00080169,0.0
STARLINK-1301,2020-019B,2026-04-15T18:30:16.638624,15.69780287,0.00026688,53.0391,281.4197,324.9953,35.0888,0,U,45361,999,33642,0.00034443296,0.00041478,0.0
STARLINK-1262,2020-019G,2026-04-15T20:30:37.576512,15.29917669,0.00010671,53.1565,352.6754,123.7537,236.3565,0,U,45366,999,33544,0.00083988304,0.00024382,0.0
STARLINK-1273,2020-019H,2026-04-16T06:15:13.849344,15.50024401,0.00037206,53.049,335.3086,162.8231,197.2904,0,U,45367,999,33571,0.00076164263,0.00043242,0.0
STARLINK-1277,2020-019K,2026-04-15T21:49:43.159584,15.55624817,0.00055687,53.0486,333.4137,163.788,196.3309,0,U,45369,999,33571,0.00080896176,0.00056445,0.0
STARLINK-1281,2020-019L,2026-04-16T02:16:24.227904,15.30839517,7.31e-05,53.1602,351.5246,142.8015,217.3037,0,U,45370,999,33548,0.00087447762,0.00026149,0.0
STARLINK-1300,2020-019Q,2026-04-15T23:40:04.431360,15.30908064,0.0001429,53.1599,352.0355,155.2751,204.8318,0,U,45374,999,33546,0.00081623641,0.00024431,0.0
STARLINK-1302,2020-019R,2026-04-15T20:48:49.459968,15.60469662,0.00023059,53.0498,331.4413,140.6276,219.4905,0,U,45375,999,33573,0.00042299699,0.0003509,0.0
STARLINK-1304,2020-019S,2026-04-16T00:08:47.264640,15.54825942,0.00031341,53.0486,330.0142,164.9475,195.1629,0,U,45376,999,33576,0.00075002551,0.00050717,0.0
STARLINK-1305,2020-019T,2026-04-16T06:21:16.784640,15.60772511,0.00069102,53.041,310.0721,234.8638,125.1727,0,U,45377,999,33607,0.0014662743,0.00125877,0.0
STARLINK-1319,2020-019V,2026-04-16T02:17:20.920992,15.69924083,0.00018279,53.0428,305.4145,193.99,166.1067,0,U,45379,999,33612,0.00034316887,0.00041571,0.0
STARLINK-1266,2020-019Z,2026-04-15T23:08:45.415392,15.5152595,0.00040517,53.0485,314.5072,168.728,191.3821,0,U,45383,999,33597,0.00081696596,0.00049018,0.0
STARLINK-1267,2020-019AA,2026-04-16T06:16:12.672192,15.56764979,0.00014153,53.0493,305.8357,291.7512,68.3348,0,U,45384,999,33612,0.00078221661,0.00056906,0.0
STARLINK-1272,2020-019AC,2026-04-15T18:24:12.067776,15.63666547,0.00050284,53.0423,289.2069,262.0282,98.0161,0,U,45386,999,33631,0.00080471192,0.00076585,0.0
STARLINK-1274,2020-019AD,2026-04-15T22:06:12.798144,15.53374048,0.000492,53.0242,284.1222,307.5765,52.4797,0,U,45387,999,33639,0.00086885043,0.0005583,0.0
STARLINK-1280,2020-019AE,2026-04-16T06:09:03.671136,15.70529108,0.00017664,53.041,297.2682,243.2912,116.7924,0,U,45388,999,33623,0.00033268506,0.0004132,0.0
STARLINK-1283,2020-019AF,2026-04-16T05:05:06.767232,15.6549876,3.628e-05,53.0419,286.6162,355.3273,4.7738,0,U,45389,999,33639,0.00030508226,0.00030699,0.0
STARLINK-1284,2020-019AG,2026-04-16T06:31:44.603328,15.58615365,0.0004302,53.0456,309.2222,183.8383,176.2597,0,U,45390,999,33607,0.00072515794,0.00056545,0.0
STARLINK-1297,2020-019AM,2026-04-16T06:43:44.379264,15.61869322,0.00049098,53.0448,308.136,187.4795,172.6146,0,U,45395,999,33527,0.00073907277,0.0006541,0.0
STARLINK-1307,2020-019AP,2026-04-15T23:28:25.948704,15.53238008,0.00016846,53.0541,311.408,111.9493,248.1695,0,U,45397,999,33584,0.00035005259,0.00021995,0.0
STARLINK-1255,2020-019AR,2026-04-16T05:04:58.306080,15.59140676,0.00027368,53.0397,281.161,271.3848,88.685,0,U,45399,999,33627,0.00076977273,0.00061292,0.0
STARLINK-1260,2020-019AW,2026-04-15T23:10:34.526496,15.3311532,0.00017204,53.1596,315.8081,225.5504,134.5357,0,U,45404,999,33568,0.00091420269,0.00029403,0.0
STARLINK-1263,2020-019AX,2026-04-15T20:22:02.809632,15.30756439,5.604e-05,53.1611,316.6561,102.5226,257.5838,0,U,45405,999,33566,0.0011187962,0.00033503,0.0
STARLINK-1265,2020-019AY,2026-04-15T23:14:19.728960,15.33227252,0.00027591,53.1589,315.8937,197.9848,162.1057,0,U,45406,999,33568,0.0012565056,0.0004076,0.0
STARLINK-1278,2020-019BA,2026-04-16T06:34:14.918592,15.63111177,0.00034045,53.0407,307.4656,220.6934,139.3826,0,U,45408,999,33582,0.00071255789,0.00066178,0.0
STARLINK-1296,2020-019BE,2026-04-15T21:16:27.520032,15.33662233,0.0002504,53.1581,316.0646,212.5344,147.5504,0,U,45412,999,33567,0.00093492974,0.00030612,0.0
STARLINK-1309,2020-019BG,2026-04-16T06:28:03.320832,15.62350674,0.00053184,53.0645,301.0214,190.5622,169.5281,0,U,45414,999,33589,0.00079567295,0.0007186,0.0
STARLINK-1316,2020-019BH,2026-04-15T23:53:48.957792,15.33905082,0.0002897,53.158,315.5953,219.8113,140.2677,0,U,45415,999,33571,0.0008742937,0.00028819,0.0
STARLINK-1286,2020-019BK,2026-04-15T22:43:19.849728,15.539218,0.00031962,53.0477,311.2972,169.1607,190.9472,0,U,45417,999,33601,0.00044612646,0.00028906,0.0
STARLINK-1308,2020-019BM,2026-04-16T01:04:14.729088,15.57689351,0.00060401,53.0512,331.7489,179.0784,181.024,0,U,45419,999,33548,0.000830064,0.00062637,0.0
STARLINK-1329,2020-025A,2026-04-15T20:32:25.765728,15.67159632,0.00016173,53.0437,259.4818,334.1692,25.9242,0,U,45531,999,33126,0.0003308995,0.00035698,0.0
STARLINK-1338,2020-025B,2026-04-16T03:53:54.908448,15.61591034,7.435e-05,53.0464,262.7137,211.5527,148.5441,0,U,45532,999,33124,0.00075473411,0.00066064,0.0
STARLINK-1350,2020-025E,2026-04-15T23:51:49.661856,15.37067709,9.268e-05,53.0726,217.8116,103.1949,256.9157,0,U,45535,999,33189,0.00019482199,6.789e-05,0.0
STARLINK-1362,2020-025H,2026-04-16T04:37:09.801984,15.32313024,0.00028031,53.1619,286.5885,80.0433,280.0885,0,U,45538,999,33092,-0.0053197928,-0.00165025,0.0
STARLINK-1368,2020-025K,2026-04-15T21:07:23.867904,15.32825045,8.348e-05,53.1585,288.4219,59.8496,300.2589,0,U,45540,999,33086,0.000992537,0.00031671,0.0
STARLINK-1371,2020-025M,2026-04-15T18:04:03.184032,15.5347347,0.00024815,53.0465,271.5088,280.6153,79.4577,0,U,45542,999,33108,0.00095457697,0.00061633,0.0
STARLINK-1372,2020-025N,2026-04-15T22:05:19.824576,15.33225357,5.624e-05,53.1589,287.9118,68.6467,291.4595,0,U,45543,999,32997,0.0010001418,0.00032327,0.0
STARLINK-1373,2020-025P,2026-04-15T17:41:26.347200,15.57684355,0.0001911,53.0458,270.0749,222.0693,138.0172,0,U,45544,999,33110,0.00090520423,0.00068347,0.0
STARLINK-1327,2020-025AA,2026-04-15T17:54:11.109888,15.60233918,0.00038894,53.0428,246.8287,227.2576,132.8109,0,U,45555,999,33142,0.00082931266,0.00068972,0.0
STARLINK-1356,2020-025AK,2026-04-15T22:10:17.584032,15.50794992,0.00025325,53.0474,255.7789,214.4966,145.5878,0,U,45564,999,33131,0.00092211364,0.00053978,0.0
STARLINK-1357,2020-025AL,2026-04-15T13:28:40.238112,15.63802808,0.0006057,53.0475,218.516,308.0738,51.9729,0,U,45565,999,33181,0.00076547,0.00073206,0.0
STARLINK-1361,2020-025AN,2026-04-16T06:12:50.935968,15.54031296,0.00026416,53.047,253.3854,167.3164,192.7913,0,U,45567,999,33138,0.00085821592,0.00056468,0.0
STARLINK-1363,2020-025AP,2026-04-16T08:00:03.000384,15.88013555,0.00010706,53.0378,208.2463,355.7565,264.8146,0,U,45568,999,602,0.00052076607,0.001463,0.0
STARLINK-1366,2020-025AQ,2026-04-15T07:51:04.150368,15.85432584,0.00012498,53.0382,214.5037,276.4301,83.658,0,U,45569,999,33183,0.00038248843,0.00093889,0.0
STARLINK-1376,2020-025AR,2026-04-14T20:49:21.816768,15.3362868,0.00020539,53.158,269.373,284.1472,75.9302,0,U,45570,999,33104,0.0011202366,0.00036744,0.0
STARLINK-1320,2020-025AT,2026-04-15T20:58:08.876640,15.7524234,0.00028841,53.0456,161.3566,107.8789,252.2544,0,U,45572,999,33265,0.00038021094,0.00058066,0.0
STARLINK-1321,2020-025AU,2026-04-15T19:01:24.652416,15.5515671,0.0002866,53.046,239.9802,283.9778,76.0913,0,U,45573,999,33122,0.0008808285,0.00060452,0.0
STARLINK-1331,2020-025AZ,2026-04-16T06:05:51.846720,15.5484949,0.00049046,53.0495,244.4893,267.3404,92.7044,0,U,45578,999,33151,0.00082865474,0.00056186,0.0
STARLINK-1333,2020-025BB,2026-04-15T20:32:13.020000,15.30808475,7.648e-05,53.157,265.1573,61.4545,298.6533,0,U,45580,999,33119,0.0010571177,0.00031679,0.0
STARLINK-1335,2020-025BC,2026-04-16T03:14:05.605440,15.32314133,8.445e-05,53.157,261.177,24.0327,336.0714,0,U,45581,999,33126,0.0002201586,6.603e-05,0.0
STARLINK-1337,2020-025BD,2026-04-16T05:57:36.158688,15.65781475,0.00052666,53.0494,238.3313,280.612,79.4302,0,U,45582,999,33158,0.00072566921,0.00075079,0.0
STARLINK-1347,2020-025BH,2026-04-15T13:35:34.820736,15.62101386,0.00032846,53.0411,210.3666,315.8786,44.1964,0,U,45586,999,33191,0.00078417909,0.00070088,0.0
STARLINK-1364,2020-025BL,2026-04-16T01:54:02.198304,15.56358107,0.00044199,53.0473,242.9911,230.0843,129.978,0,U,45589,999,33150,0.0007870277,0.00056408,0.0
STARLINK-1365,2020-025BM,2026-04-15T20:22:40.402272,15.5133075,0.0003173,53.0496,275.6907,217.9629,142.1156,0,U,45590,999,33104,0.00084949086,0.00050636,0.0
STARLINK-1443,2020-035D,2026-04-16T02:11:59.204544,15.28547096,7.954e-05,53.1342,251.9717,262.8361,97.2548,0,U,45660,999,32447,0.0009708206,0.00027074,0.0
STARLINK-1446,2020-035G,2026-04-15T09:22:30.017280,15.44524562,0.00035001,53.0235,184.8276,29.8777,330.2428,0,U,45663,999,32534,0.0003752225,0.00017304,0.0
STARLINK-1448,2020-035J,2026-04-16T06:42:33.166656,15.60699338,0.00054752,53.0465,230.6068,268.2175,91.821,0,U,45665,999,32477,0.00086894165,0.00073667,0.0
STARLINK-1451,2020-035M,2026-04-15T18:52:26.783040,15.12010161,5.116e-05,53.0522,258.3183,82.4397,277.6653,0,U,45668,999,32435,0.00082421871,0.0001405,0.0
STARLINK-1452,2020-035N,2026-04-16T06:10:09.439680,15.50648978,0.00012294,53.029,201.9413,230.7835,129.3064,0,U,45669,999,32518,0.00080939,0.00047033,0.0
STARLINK-1453,2020-035P,2026-04-16T06:17:08.207520,15.61224459,0.00022916,53.0431,191.1721,359.7877,0.3134,0,U,45670,999,32522,0.00091852677,0.00079516,0.0
STARLINK-1454,2020-035Q,2026-04-15T16:58:50.941056,15.58952195,0.00042283,53.0455,233.8922,245.6093,114.4477,0,U,45671,999,32467,0.00051655825,0.0004057,0.0
STARLINK-1456,2020-035S,2026-04-15T14:49:46.877088,15.56808021,0.0005523,53.0455,228.2653,315.6824,44.3744,0,U,45673,999,32476,0.00085178,0.00062184,0.0
STARLINK-1457,2020-035T,2026-04-16T06:03:52.045344,15.92002693,0.00040793,53.0409,192.5834,330.9244,29.1554,0,U,45674,999,32528,0.00048339384,0.00161075,2.0793275e-05
STARLINK-1458,2020-035U,2026-04-16T01:14:03.660864,15.48725594,0.00048034,53.0494,237.3903,257.6065,102.4405,0,U,45675,999,32463,0.0010531335,0.00057385,0.0
STARLINK-1460,2020-035V,2026-04-16T02:06:46.868544,15.30800438,0.0001159,53.158,251.2156,31.936,328.1711,0,U,45676,999,32444,0.0011203108,0.00033595,0.0
STARLINK-1392,2020-035W,2026-04-15T16:34:25.888224,15.33566278,0.00010475,53.1567,252.8817,81.538,278.5741,0,U,45677,999,32442,0.00052844238,0.00017056,0.0
STARLINK-1394,2020-035Y,2026-04-15T11:40:27.766272,15.56780983,0.00063584,53.0455,219.1235,320.444,39.6106,0,U,45679,999,32487,0.00079075942,0.00057614,0.0
STARLINK-1402,2020-035AE,2026-04-16T07:07:01.738560,15.50981048,0.00068709,53.0449,203.4842,351.5421,8.547,0,U,45685,999,32517,0.00077420245,0.00045533,0.0
STARLINK-1404,2020-035AF,2026-04-16T01:51:32.272704,15.38995213,0.0002211,53.1602,234.8545,357.2125,2.8866,0,U,45686,999,32471,0.00082753828,0.0003217,0.0
STARLINK-1413,2020-035AJ,2026-04-15T14:29:08.295072,15.30745573,0.0001568,53.1594,238.1002,50.6096,309.5043,0,U,45689,999,32454,0.0010699,0.00032006,0.0
STARLINK-1417,2020-035AN,2026-04-15T18:36:32.811264,15.14453875,0.00036914,53.0492,245.9718,349.6118,10.4798,0,U,45693,999,32451,0.00092648198,0.00016974,0.0
STARLINK-1420,2020-035AQ,2026-04-15T23:02:07.405152,15.61469426,0.00061354,53.0476,201.5563,318.9809,41.0742,0,U,45695,999,32516,0.00080072396,0.00069875,0.0
STARLINK-1422,2020-035AR,2026-04-15T20:54:30.972384,15.30933633,0.0001334,53.157,236.8484,31.3693,328.7388,0,U,45696,999,32466,0.00095556404,0.00028702,0.0
STARLINK-1351,2020-035AS,2026-04-15T00:17:33.162432,15.59074907,0.00064942,53.048,205.7909,319.4951,40.5577,0,U,45697,999,32502,0.0004436518,0.00034928,0.0
STARLINK-1400,2020-035AV,2026-04-16T07:26:32.982144,15.57663819,0.00053267,53.0459,201.334,282.1112,77.9303,0,U,45700,999,32519,0.00075362736,0.00056717,0.0
STARLINK-1403,2020-035AW,2026-04-16T08:00:03.000384,15.29935111,0.00011423,53.1577,221.8552,40.8132,116.5426,0,U,45701,999,587,0.0008135587,0.00023617,0.0
STARLINK-1407,2020-035AY,2026-04-16T06:38:34.802880,15.66452661,0.00029787,53.0293,131.5523,279.3378,80.73,0,U,45703,999,32617,0.00029813674,0.00031178,0.0
STARLINK-1411,2020-035BB,2026-04-16T03:29:49.546176,15.71060894,0.00059506,53.0381,157.1957,355.1086,4.9872,0,U,45706,999,32579,0.00078265315,0.00101034,0.0
STARLINK-1423,2020-035BF,2026-04-16T06:46:09.285024,15.60210666,0.00062909,53.0451,199.8412,305.2876,54.7547,0,U,45710,999,32520,0.00075048463,0.00062291,0.0
STARLINK-1433,2020-035BG,2026-04-16T06:06:34.726176,15.62711186,0.00066559,53.0452,198.4274,297.9782,62.0557,0,U,45711,999,32522,0.00074452399,0.00068158,0.0
STARLINK-1434,2020-035BH,2026-04-16T07:05:34.638720,15.30378932,0.00028764,53.0505,205.3656,282.8939,77.1739,0,U,45712,999,32514,0.0008736914,0.00025754,0.0
STARLINK-1465,2020-038B,2026-04-16T05:26:55.079232,15.5613773,0.0005382,53.0489,42.2122,71.998,288.1617,0,U,45731,999,32221,0.00077216285,0.0005488,0.0
STARLINK-1471,2020-038F,2026-04-15T23:32:04.349760,15.50978541,0.00017896,53.0466,323.0771,62.3147,297.8042,0,U,45735,999,32331,0.00024419635,0.00013977,0.0
STARLINK-1480,2020-038M,2026-04-15T12:45:26.841888,15.58120781,0.000301,53.0515,39.5647,139.1392,220.9845,0,U,45741,999,32220,0.00038058,0.00028778,0.0
STARLINK-1500,2020-038Q,2026-04-16T00:43:15.494016,15.36822546,0.00034051,53.0376,17.3113,56.7407,303.3921,0,U,45744,999,32255,0.00043854097,0.00015661,0.0
STARLINK-1504,2020-038S,2026-04-15T23:25:53.575392,15.55764123,7.478e-05,53.0225,321.9399,74.3007,285.8085,0,U,45746,999,32331,0.00027436014,0.0001882,0.0
STARLINK-1506,2020-038T,2026-04-16T04:07:20.431200,15.27244834,0.00036672,53.0787,28.859,32.9871,327.1356,0,U,45747,999,32241,0.00062707274,0.00016656,0.0
STARLINK-1464,2020-038X,2026-04-16T01:23:37.225536,15.48733845,0.00033323,53.0499,26.3436,84.7331,275.4057,0,U,45751,999,32243,0.00081736704,0.00044367,0.0
